Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000003ea4c670      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\e3163c33-301d-4730-a266-5518c5ed3967
0x000000003ea4e650      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector
0x000000003ea4ed40      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\ObjectStoreRecoveryTask
0x000000003ea4ff20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WMIADAP.exe
0x000000003ea502d0      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\fa21bc6b-8582-47aa-9e4b-a392116d0cdc
0x000000003ea50f20      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\fa2bc0a6-8d4b-458a-85c8-2b8c72487513
0x000000003ea515f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umb.dll
0x000000003ea51a20      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000003ea55d50      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Media Player.lnk
0x000000003ea565c0     16      0 R--rw- \Device\HarddiskVolume2\Windows\System32\drivers\etc\hosts
0x000000003ea56710      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
0x000000003ea57f20      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdi.dll
0x000000003ea662d0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasadhlp.dll
0x000000003ea66f20      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\perftrack.dll
0x000000003ea67d10      2      0 R--r-- \Device\HarddiskVolume2\Windows\System32\LogFiles\Scm\fdd56c73-f0d5-41b6-b767-6effd7966428
0x000000003ea6e270     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Apphlpdm.dll
0x000000003ea6f760      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nci.dll
0x000000003ea70070     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnpts.dll
0x000000003ea70a60     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wer.dll
0x000000003ea728d0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ea72f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdiasqmmodule.dll
0x000000003ea73330     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\repdrvfs.dll
0x000000003ea75d00     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PortableDeviceConnectApi.dll
0x000000003ea7b830      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\Alissa Simpson\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003ea7b980     16      0 R--r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\AppData\Roaming\Microsoft\SoftwareProtectionPlatform\Cache\cache.dat
0x000000003ea7bda0      9      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpengine.dll
0x000000003ea7c230      1      1 RW---- \Device\HarddiskVolume2\Users\SmartNet\NTUSER.DAT
0x000000003ea7ea00     33      1 -W-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.3.gthr
0x000000003ea7ef20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ea7f350      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000003ea7f4a0      1      0 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000003ea7f800      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003ea813a0     17      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0x000000003ea826f0     16      1 R--r-d \Device\HarddiskVolume2\Program Files\Windows Media Player\en-US\wmpnetwk.exe.mui
0x000000003ea87f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncobjapi.dll
0x000000003ea8a070     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netnb.PNF
0x000000003ea8c200      6      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx
0x000000003ea90070      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskhost.exe
0x000000003ea935c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\rspndr.PNF
0x000000003ea94640     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winspool.drv
0x000000003ea97960      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003ea9eb20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dimsjob.dll
0x000000003ea9ec70     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pautoenr.dll
0x000000003eaa1290     15      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasdlta.vdm
0x000000003eaa14a0     15      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Definition Updates\{D2B0B133-42ED-44D3-809A-46EBB62BA863}\mpasbase.vdm
0x000000003eaa2d60      1      1 RW---- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\MSS.log
0x000000003eaa6280      4      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000003eaa6460      2      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.2.regtrans-ms
0x000000003eaa6700      1      0 R--rw- \Device\HarddiskVolume2\Windows\Media\Windows Navigation Start.wav
0x000000003eaa6a20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\SampleRes.dll.mui
0x000000003eaab270      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\certcli.dll
0x000000003eaacf20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\CertEnroll.dll
0x000000003eaad590      1      1 ------ \Device\Afd\Endpoint
0x000000003eaae6f0      1      1 RW-r-d \Device\HarddiskVolume2\Windows\System32\wfp\wfpdiag.etl
0x000000003eab42d0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING3.MAP
0x000000003eab4420     12      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\OBJECTS.DATA
0x000000003eab4dd0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING2.MAP
0x000000003eab4f20      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\FirewallAPI.dll.mui
0x000000003eab5800      1      1 ------ \Device\NamedPipe\browser
0x000000003eab5950      2      1 ------ \Device\NamedPipe\browser
0x000000003eab5b80      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eab6c40      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003eac2b30      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Documents\desktop.ini
0x000000003eac38f0     33      1 RW-rw- \Device\HarddiskVolume2\Windows\WindowsUpdate.log
0x000000003eac4d00      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmploc.DLL
0x000000003eac51a0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemess.dll
0x000000003eac5910      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiPrvSD.dll
0x000000003eae45d0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\udhisapi.dll
0x000000003eae4cd0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eae4e20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wups2.dll
0x000000003eaea4b0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaeb570      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\desktop.ini
0x000000003eaebaf0      1      0 R--rw- \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Windows Media Player.lnk
0x000000003eaec760      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx
0x000000003eaecad0      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\desktop.ini
0x000000003eaed270      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaed990      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaeea70     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1256.NLS
0x000000003eaef350     17      1 RW-rw- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000003eaef740      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000003eaf0740      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000003eaf0b30     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SensApi.dll
0x000000003eaf0f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aelupsvc.dll
0x000000003eaf1410     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdSSDP.dll
0x000000003eaf1740     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSSVC.exe
0x000000003eaf2740      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaf5570      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaf5740     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaf6070     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mspatcha.dll
0x000000003eaf7a20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eaf85b0      1      0 R--rwd \Device\HarddiskVolume2\Windows\System32\wuapp.exe
0x000000003eaf87c0      1      0 R--rwd \Device\HarddiskVolume2\Program Files\desktop.ini
0x000000003eb0a3a0      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Links\desktop.ini
0x000000003eb0b4d0     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\perfc009.dat
0x000000003eb0b770     16      0 R--r-- \Device\HarddiskVolume2\Program Files\Windows Media Player\Network Sharing\wmpnss_color48.png
0x000000003eb0ba00      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb0f050      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\spsys.sys
0x000000003eb12730      2      0 R----- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\SETTINGS.DIA
0x000000003eb12f20     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.001
0x000000003eb21070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb21990     18      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.000
0x000000003eb21f20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb223f0     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x000000003eb22540     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000003eb22820     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.ci
0x000000003eb22970     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.wid
0x000000003eb22dd0      2      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\CiAD0001.000
0x000000003eb22f20     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\INDEX.002
0x000000003eb23070     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000003eb23430     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wid
0x000000003eb23580     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.dir
0x000000003eb238e0     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.ci
0x000000003eb23bc0     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010003.wid
0x000000003eb23d10     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.dir
0x000000003eb452a0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb4b070     17      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.wsb
0x000000003eb4b490     16      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\CiAD0001.002
0x000000003eb4bb00      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000003eb4bc50     17      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.dir
0x000000003eb4bda0     14      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010007.ci
0x000000003eb4c900     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\odbcint.dll.mui
0x000000003eb4d7e0      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{57420434-16A7-4289-8730-761916EE1B04}
0x000000003eb50350      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuaueng.dll
0x000000003eb50b70      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdWSD.dll
0x000000003eb51070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb51290      1      0 R--rwd \Device\HarddiskVolume2\Windows\System32\desktop.ini
0x000000003eb516f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb51d10      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Winlogon%4Operational.evtx
0x000000003eb523e0      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Music
0x000000003eb53440     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb53f20      1      0 R--rwd \Device\HarddiskVolume2\Windows\assembly\Desktop.ini
0x000000003eb54070      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{1A13C905-E19B-4091-898E-2633E9496759}
0x000000003eb547c0     12      0 RW---- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\DataStore.edb
0x000000003eb55320      1      1 RW---- \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1
0x000000003eb55d10     16      0 R--r-- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\Logs\edb.chk
0x000000003eb56780      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{209463B0-77C3-4BB9-B08D-6EFA832596E7}
0x000000003eb57070      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb57b00      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003eb586b0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb58f20      2      1 ------ \Device\Afd\Endpoint
0x000000003eb5a100      2      1 R--rwd \Device\HarddiskVolume2\Users\Public\Music
0x000000003eb5aaf0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb5ac40     12      0 R--r-- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\Logs\edb.log
0x000000003eb5b200      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003eb5b350      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb5b560     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb5c820      2      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Roaming\Microsoft\Windows\Libraries\Music.library-ms
0x000000003eb5ca10      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTMsMpPsSession7.etl
0x000000003eb5df20      2      1 ------ \Device\Afd\Endpoint
0x000000003eb5e350     17      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\bthprops.cpl.mui
0x000000003eb5e520      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000003eb5e740      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003eb5eb30      3      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx
0x000000003eb5ed50     15      0 R--r-d \Device\HarddiskVolume2\Windows\bfsvc.exe
0x000000003eb621a0      2      1 ------ \Device\Afd\Endpoint
0x000000003eb6d8a0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\KernelBase.dll.mui
0x000000003eb6da70      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003eb76070      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.ci
0x000000003eb77a70     17      1 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003eb78a70      1      0 R--rw- \Device\HarddiskVolume2\Windows\System32\wdi\LogFiles\WdiContextLog.etl.001
0x000000003eb78e60      1      1 ------ \Device\NamedPipe\lsass
0x000000003eb7a4b0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003eb842b0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003eb844d0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003eb848c0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000003eb84bf0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000003eb84f20      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Games\Purble Place.lnk
0x000000003eb85290      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003eb854b0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
