#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa80333c31b0   3440              0x358           0x1f0003 Event            
0xfffffa8033597570   3440              0x35c           0x1f0003 Event            
0xfffffa8033399cf0   3440              0x360              0x804 EtwRegistration  
0xfffffa8033430b10   3440              0x364           0x1f0003 Event            
0xfffffa803340f240   3440              0x368           0x1f0003 Event            
0xfffffa8033430a90   3440              0x36c           0x1f0003 Event            
0xfffffa8033430a10   3440              0x370           0x1f0003 Event            
0xfffffa8033412060   3440              0x374           0x1fffff Thread           TID 3440 PID 859907080
0xfffffa803340fb50   3440              0x378           0x1fffff Thread           TID 3440 PID 859897592
0xfffff8a00c721630   3440              0x37c               0x10 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\ASP.NET_4.0.30319\NAMES
0xfffffa80334dd9a0   3440              0x380           0x1f0003 Event            
0xfffff8a00c07cd90   3440              0x384            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFOS\PERFORMANCE
0xfffffa803355f5d0   3440              0x388           0x1f0001 Mutant           PerfNet_Perf_Library_Lock_PID_d70
0xfffffa80332f0e40   3440              0x390           0x1f0001 Mutant           rdyboost_Perf_Library_Lock_PID_d70
0xfffffa80332f0cc0   3440              0x394           0x1f0001 Mutant           ServiceModelOperation 3.0.0.0_Perf_Library_Lock_PID_d70
0xfffffa8033399eb0   3440              0x398              0x804 EtwRegistration  
0xfffff8a00c6b39c0   3440              0x39c            0xf0007 Section          GDA:  ESENT Performance Data Schema Version 85
0xfffff8a000d23c50   3440              0x3a0                0x4 Section          LsaPerformance
0xfffffa803355f810   3440              0x3a4           0x1f0001 Mutant           MSSCNTRS_Perf_Library_Lock_PID_d70
0xfffff8a001f51350   3440              0x3a8            0xf0005 Section          MMF_BITS_s
0xfffff8a00580cfa0   3440              0x3ac            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\OUTLOOK\PERFORMANCE
0xfffffa803355f690   3440              0x3b0           0x1f0001 Mutant           PerfDisk_Perf_Library_Lock_PID_d70
0xfffff8a00095a8c0   3440              0x3b4            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFNET\PERFORMANCE
0xfffffa803355f750   3440              0x3b8           0x1f0001 Mutant           Outlook_Perf_Library_Lock_PID_d70
0xfffff8a00c80a950   3440              0x3bc            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING
0xfffffa80325c73a0   3440              0x3c0              0x804 EtwRegistration  
0xfffff8a00054b4c0   3440              0x3c4            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\MSDTC\TRACING
0xfffffa80332bcb10   3440              0x3c8           0x1f0003 Event            
0xfffffa8031ac9c30   3440              0x3cc           0x1f0003 Event            
0xfffffa80332f0f00   3440              0x3d0           0x1f0001 Mutant           PerfProc_Perf_Library_Lock_PID_d70
0xfffffa8031782fc0   3440              0x3d4           0x1f0001 Mutant           Windows Workflow Foundation 4.0.0.0_Perf_Library_Lock_PID_d70
0xfffff8a00c0850c0   3440              0x3d8            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\PERFDISK\PERFORMANCE
0xfffff8a00c09fe20   3440              0x3e0            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\SERVICEMODELENDPOINT 3.0.0.0\PERFORMANCE
0xfffffa803355ff00   3440              0x3e4           0x1f0001 Mutant           UGatherer_Perf_Library_Lock_PID_d70
0xfffff8a00bf395f0   3440              0x3e8            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\RDYBOOST\PERFORMANCE
0xfffff8a0029ffa30   3440              0x3ec            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\SERVICEMODELSERVICE 3.0.0.0\PERFORMANCE
0xfffff8a0057905a0   3440              0x3f0            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\SMSVCHOST 3.0.0.0\PERFORMANCE
0xfffffa80334ca4e0   3440              0x3f4           0x1f0001 ALPC Port        
0xfffffa8033405d30   3440              0x3f8           0x1f0001 Mutant           ServiceModelService 3.0.0.0_Perf_Library_Lock_PID_d70
0xfffffa80334f5930   3440              0x3fc              0x804 EtwRegistration  
0xfffffa80333bf650   3440              0x404           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa803355adb0   3440              0x408           0x1f0001 Mutant           
0xfffffa80334cab90   3440              0x40c           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_145eb2808b8d6928
0xfffffa80334f5850   3440              0x410              0x804 EtwRegistration  
0xfffffa80333d6b40   3440              0x414           0x1f0001 Mutant           MSDTC Bridge 4.0.0.0_Perf_Library_Lock_PID_d70
0xfffffa80336488a0   3440              0x418          0x21f0003 Event            
0xfffffa803359d220   3440              0x41c           0x1f0001 Mutant           Lsa_Perf_Library_Lock_PID_d70
0xfffff8a00c6a8aa0   3440              0x420            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\LSA\PERFORMANCE
0xfffffa80334eeb30   3440              0x424              0x804 EtwRegistration  
0xfffffa803332fe30   3440              0x434              0x804 EtwRegistration  
0xfffffa80333d6c00   3440              0x438           0x1f0001 Mutant           MSDTC Bridge 3.0.0.0_Perf_Library_Lock_PID_d70
0xfffffa80333bf7a0   3440              0x43c           0x12019f File             \Device\WMIDataDevice
0xfffffa80334f55f0   3440              0x440           0x1f0003 Event            
0xfffff8a00491cbb0   3440              0x444            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\MSSCNTRS\PERFORMANCE
0xfffffa8032012db0   3440              0x448           0x1f0001 Mutant           WSearchIdxPi_Perf_Library_Lock_PID_d70
0xfffffa80311b0820   3440              0x44c           0x1f0003 Event            CLR_PerfMon_StartEnumEvent
0xfffffa80316b09d0   3440              0x450           0x100003 File             \Device\KsecDD
0xfffffa8033968c30   3440              0x454           0x1f0001 ALPC Port        
0xfffffa8031798300   3440              0x458           0x1fffff Thread           TID 3440 PID 830047912
0xfffffa8033412570   3440              0x45c           0x1f0003 Event            
0xfffff8a00c6b7810   3440              0x460            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINDOWS WORKFLOW FOUNDATION 3.0.0.0\PERFORMANCE
0xfffffa803201d3b0   3440              0x464           0x1f0001 Mutant           Windows Workflow Foundation 3.0.0.0_Perf_Library_Lock_PID_d70
0xfffff8a00c5ea9d0   3440              0x468            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WINDOWS WORKFLOW FOUNDATION 4.0.0.0\PERFORMANCE
0xfffffa803355fd80   3440              0x46c           0x1f0001 Mutant           usbhub_Perf_Library_Lock_PID_d70
0xfffffa80326b2b30   3440              0x470           0x100000 File             \Device\LanmanServer
0xfffff8a00c733c50   3440              0x474            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\USBHUB\PERFORMANCE
0xfffffa8032a06760   3440              0x478                0x1 WmiGuid          
0xfffffa803210a060   3440              0x47c           0x1fffff Thread           TID 3440 PID 839951368
0xfffff8a0057ec060   3440              0x480            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\.NET CLR NETWORKING 4.0.0.0\PERFORMANCE
0xfffff8a00c79edf0   3440              0x484            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\.NET CLR DATA\PERFORMANCE
0xfffffa80335cfc30   3440              0x488           0x1f0001 Mutant           .NET Data Provider for Oracle_Perf_Library_Lock_PID_d70
0xfffff8a0053fdb40   3440              0x48c            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\MSDTC BRIDGE 4.0.0.0\PERFORMANCE
0xfffff8a00c717b90   3440              0x490            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\MSDTC BRIDGE 3.0.0.0\PERFORMANCE
0xfffffa803118b600   3440              0x494           0x1f0001 Mutant           MSDTC_Perf_Library_Lock_PID_d70
0xfffffa8033413a90   3440              0x498           0x1f0003 Event            
0xfffffa8031668360   3440              0x49c           0x100003 Semaphore        
0xfffffa803378e590   3440              0x4a0           0x100003 Semaphore        
0xfffffa803245f850   3440              0x4a4           0x1f0003 Event            
0xfffffa803210a060   3440              0x4a8           0x1fffff Thread           TID 3440 PID 839951368
0xfffffa8032187f20   3440              0x4ac           0x100000 File             \Device\Mup
0xfffffa803355cec0   3440              0x4b0           0x100003 Semaphore        
0xfffff8a00c691b90   3440              0x4b4            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WSEARCHIDXPI\PERFORMANCE
0xfffffa8032011970   3440              0x4b8              0x804 EtwRegistration  
0xfffffa80323a74e0   3440              0x4bc              0x804 EtwRegistration  
0xfffffa80334ca760   3440              0x4c0           0x1f0003 Event            
0xfffffa803328b370   3440              0x4c4              0x804 EtwRegistration  
0xfffffa8031a9ab30   3440              0x4c8              0x804 EtwRegistration  
0xfffffa8031ae8070   3440              0x4cc              0x804 EtwRegistration  
0xfffffa80325994c0   3440              0x4d0              0x804 EtwRegistration  
0xfffffa8031a9ac10   3440              0x4d4              0x804 EtwRegistration  
0xfffff8a0006c3060   3440              0x4d8            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\MSDTC\PERFORMANCE
0xfffffa803342b5f0   3440              0x4dc           0x1f0003 Event            
0xfffffa8033399f90   3440              0x4e0              0x804 EtwRegistration  
0xfffffa80334bb5a0   3440              0x4e4           0x100080 File             \Device\Nsi
0xfffffa80333c5350   3440              0x4e8           0x100003 Semaphore        
0xfffffa80316e6930   3440              0x4ec          0x21f0003 Event            
0xfffffa80314e2a70   3440              0x4f0           0x100003 Semaphore        
0xfffff8a00bef6170   3440              0x4f4            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\.NET DATA PROVIDER FOR ORACLE\PERFORMANCE
0xfffffa8031a9aa50   3440              0x4f8              0x804 EtwRegistration  
0xfffffa803247c7a0   3440              0x4fc           0x100003 Semaphore        
0xfffffa80316b05b0   3440              0x500           0x1f0001 Mutant           
0xfffffa8031a9a450   3440              0x504              0x804 EtwRegistration  
0xfffffa803203b070   3440              0x508              0x804 EtwRegistration  
0xfffffa8031a9acf0   3440              0x50c              0x804 EtwRegistration  
0xfffffa8032730470   3440              0x510              0x804 EtwRegistration  
0xfffffa8032478140   3440              0x514           0x1f0003 Event            
0xfffffa80332b9b50   3440              0x518           0x1fffff Thread           TID 3440 PID 858496760
0xfffffa803378e890   3440              0x51c           0x1f0003 Event            
0xfffffa80337bd9f0   3440              0x530           0x12019f File             \Device\WMIDataDevice
0xfffffa80337bc530   3440              0x534           0x1f0003 Event            
0xfffffa80333d6060   3440              0x538           0x1fffff Process          WmiPrvSE.exe(3440)
0xfffffa80337bc4b0   3440              0x53c           0x1f0003 Event            
0xfffffa80337bc430   3440              0x540           0x1f0003 Event            
0xfffffa80337afb50   3440              0x544           0x1fffff Thread           TID 3440 PID 863698680
0xfffffa80338787a0   3440              0x548           0x1f0003 Event            
0xfffff8a0052de2a0   3440              0x54c            0xf0007 Section          
0xfffffa80316262e0   3440              0x550           0x1f0003 Event            
0xfffffa8031798300   3440              0x558           0x1fffff Thread           TID 3440 PID 830047912
0xfffffa803242eca0   3440              0x560                0x1 File             \Device\PcwDrv
0xfffffa80326d35c0   3440              0x564           0x1f0003 Timer            
0xfffffa803342e920   3440              0x568           0x1f0001 Mutant           .NET Memory Cache 4.0_Perf_Library_Lock_PID_d70
0xfffff8a00c72a150   3440              0x56c            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\.NET MEMORY CACHE 4.0\PERFORMANCE
0xfffffa803342e9e0   3440              0x570           0x1f0001 Mutant           .NET Data Provider for SqlServer_Perf_Library_Lock_PID_d70
0xfffff8a00c80afa0   3440              0x574            0x2001f Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\.NET DATA PROVIDER FOR SQLSERVER\PERFORMANCE
0xfffffa803342b4a0   3440              0x578           0x1f0001 Mutant           .NET CLR Networking 4.0.0.0_Perf_Library_Lock_PID_d70
0xfffffa80334cacf0   3440              0x57c           0x1f0001 Mutant           .NET CLR Data_Perf_Library_Lock_PID_d70
0xfffffa8031854330   3440              0x580              0x804 EtwRegistration  
0xfffff8a00c5b6e40   3440              0x584            0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\SERVICES\WMIAPRPL\PERFORMANCE
0xfffff8a00bf2b670   4196                0x4                0x9 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
0xfffff8a005a93820   4196                0x8                0x3 Directory        KnownDlls
0xfffffa803367dd10   4196                0xc           0x100020 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0xfffffa80333d71e0   4196               0x10           0x100020 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0xfffff8a00c3c2a20   4196               0x14            0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
0xfffffa80337bee60   4196               0x18           0x1f0001 ALPC Port        
0xfffff8a00c695fa0   4196               0x1c                0x1 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
0xfffffa803342be00   4196               0x20           0x100002 Event            
0xfffffa803342be80   4196               0x24           0x100002 Event            
0xfffffa803369aa20   4196               0x28           0x100002 Event            
0xfffffa80333d9e40   4196               0x2c              0x804 EtwRegistration  
0xfffffa803342f390   4196               0x30          0x21f0003 Event            
0xfffffa80331a4700   4196               0x34            0xf037f WindowStation    WinSta0
0xfffffa80331c5d10   4196               0x38            0xf01ff Desktop          Default
0xfffffa80337bc7b0   4196               0x3c           0x12019f File             \Device\NamedPipe\mojo.3384.3540.2895328626801297815
0xfffffa80331a4700   4196               0x40            0xf037f WindowStation    WinSta0
0xfffff8a00c80a790   4196               0x44            0xf003f Key              MACHINE
0xfffffa8032a5d940   4196               0x48           0x1f0001 Mutant           
0xfffffa8032a5d8a0   4196               0x4c           0x1f0001 Mutant           
0xfffffa8033806350   4196               0x50           0x1f0003 Event            
0xfffffa80333322e0   4196               0x54              0x804 EtwRegistration  
0xfffff8a00c78cb50   4196               0x58            0xf003f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000
0xfffffa8033359470   4196               0x5c           0x1f0003 Event            
0xfffffa80333d7470   4196               0x60           0x1f0003 Event            
0xfffffa803334a840   4196               0x64           0x1f0003 Event            
0xfffffa803378fd60   4196               0x68           0x1f0003 Event            
0xfffffa80337bcfe0   4196               0x6c           0x1f0003 Event            
0xfffffa803375f7b0   4196               0x70           0x1f0003 Event            
0xfffff8a000bb9080   4196               0x74                0xf Directory        BaseNamedObjects
0xfffffa8032d60690   4196               0x78              0x804 EtwRegistration  
0xfffffa803378ff60   4196               0x7c           0x1f0003 Event            
0xfffffa8032729490   4196               0x80           0x100003 Semaphore        
0xfffffa803380bac0   4196               0x84           0x100003 Semaphore        
0xfffffa8033645070   4196               0x88              0x804 EtwRegistration  
0xfffffa80337d94d0   4196               0x8c              0x804 EtwRegistration  
0xfffffa80324de450   4196               0x90              0x804 EtwRegistration  
0xfffffa80333324c0   4196               0x94              0x804 EtwRegistration  
0xfffffa8032a5d800   4196               0x98           0x1f0001 Mutant           
0xfffffa803375f2b0   4196               0x9c           0x1f0003 Event            
0xfffffa80311d4100   4196               0xa0           0x1f0001 Mutant           
0xfffffa80338208d0   4196               0xa4           0x1f0003 Event            
0xfffffa803375ab50   4196               0xa8           0x1f0003 Event            
0xfffffa803285e1d0   4196               0xac              0x804 EtwRegistration  
0xfffffa803382e9a0   4196               0xb0              0x804 EtwRegistration  
0xfffffa803382ea80   4196               0xb4              0x804 EtwRegistration  
0xfffffa803382e8c0   4196               0xb8              0x804 EtwRegistration  
0xfffffa803382e7e0   4196               0xbc              0x804 EtwRegistration  
0xfffffa803382e700   4196               0xc0              0x804 EtwRegistration  
0xfffffa803382e620   4196               0xc4              0x804 EtwRegistration  
0xfffffa803369df90   4196               0xc8              0x804 EtwRegistration  
0xfffffa8033184970   4196               0xcc           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\icudtl.dat
0xfffffa803369dec0   4196               0xd0           0x1f0003 IoCompletion     
0xfffff8a00bee1160   4196               0xd4            0xf0005 Section          
0xfffffa80332f1780   4196               0xd8           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\v8_context_snapshot.bin
0xfffffa80337bd2e0   4196               0xdc           0x1f0003 Event            
0xfffff8a00408b750   4196               0xe0            0xf0005 Section          
0xfffffa803369d530   4196               0xe4           0x1fffff Thread           TID 4196 PID 862574808
0xfffffa803375a160   4196               0xe8           0x100003 Event            
0xfffffa803369da50   4196               0xec              0x804 EtwRegistration  
0xfffff8a00c808a30   4196               0xf0                0x8 Token            
0xfffffa803378d900   4196               0xf4           0x1f0003 Event            
0xfffffa8033661cd0   4196               0xf8           0x100001 File             \Device\KsecDD
0xfffffa8033809fe0   4196               0xfc           0x1f0003 Event            
0xfffffa8033790da0   4196              0x100           0x1f0003 Event            
0xfffffa803355b810   4196              0x104           0x1f0003 Event            
0xfffffa80338063d0   4196              0x108           0x1f0003 Event            
0xfffffa803342b670   4196              0x10c           0x1f0003 Event            
0xfffffa803367e060   4196              0x110           0x1f0003 Event            
0xfffffa80337bc0e0   4196              0x114           0x1f0003 Event            
0xfffffa803382b060   4196              0x118           0x1fffff Thread           TID 4196 PID 864203784
0xfffffa80337af5c0   4196              0x11c           0x1f0003 Event            
0xfffffa803382bb50   4196              0x120           0x1fffff Thread           TID 4196 PID 864206584
0xfffffa803378fe60   4196              0x124           0x1f0003 Event            
0xfffffa803382b640   4196              0x128           0x1fffff Thread           TID 4196 PID 864205288
0xfffffa803380b9c0   4196              0x12c           0x1f0003 Event            
0xfffffa803382bb50   4196              0x130           0x1fffff Thread           TID 4196 PID 864206584
0xfffffa80333c4060   4196              0x134           0x1fffff Thread           TID 4196 PID 859587592
0xfffffa80333c4060   4196              0x138           0x1fffff Thread           TID 4196 PID 859587592
0xfffffa80327e4080   4196              0x13c           0x1f0003 IoCompletion     
0xfffffa8033806830   4196              0x140           0x1f0003 Event            
0xfffffa8033827d80   4196              0x144           0x1f0003 Event            
0xfffffa8033806830   4196              0x148           0x1f0003 Event            
0xfffffa803369d270   4196              0x14c           0x1f0003 Timer            
0xfffffa80333c4b50   4196              0x150           0x1fffff Thread           TID 4196 PID 859590392
0xfffffa80333c4b50   4196              0x154           0x1fffff Thread           TID 4196 PID 859590392
0xfffff8a00c7cc060   4196              0x158            0xf0003 KeyedEvent       
0xfffffa803369dc00   4196              0x15c           0x1f0003 IoCompletion     
0xfffffa803367da40   4196              0x160            0xf00ff TpWorkerFactory  
0xfffffa803367da40   4196              0x164            0xf00ff TpWorkerFactory  
0xfffffa803382b060   4196              0x168           0x1fffff Thread           TID 4196 PID 864203784
0xfffffa8033806980   4196              0x16c           0x1f0003 Event            
0xfffffa8033790da0   4196              0x170           0x1f0003 Event            
0xfffffa803273c320   4196              0x174           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_145eb2808b8d6928
0xfffffa8031e2c2c0   4196              0x178               0x40 Process          chrome.exe(3384)
0xfffffa803382b640   4196              0x17c           0x1fffff Thread           TID 4196 PID 864205288
0xfffffa803274de20   4196              0x180              0x804 EtwRegistration  
0xfffffa80326a2070   4196              0x184              0x804 EtwRegistration  
0xfffffa8033397eb0   4196              0x188              0x804 EtwRegistration  
0xfffffa803264b440   4196              0x18c              0x804 EtwRegistration  
0xfffffa8032730ad0   4196              0x190              0x804 EtwRegistration  
0xfffffa80327185e0   4196              0x194              0x804 EtwRegistration  
0xfffffa8033924f90   4196              0x198              0x804 EtwRegistration  
0xfffffa8033806830   4196              0x19c           0x1f0003 Event            
0xfffffa8033790da0   4196              0x1a0           0x1f0003 Event            
0xfffff8a00c3796c0   4196              0x49c                0x5 Section          CrSharedMem_feb14e9a7dc72b4af3854060dd76f9d862bf67edf434b3ef7c92ed36832851f6
0xfffffa80337bc900   4196              0xf58           0x12019f File             \Device\NamedPipe\mojo.3384.3540.3034608764433878499
0xfffff8a00c6d8a00   4236                0x4                0x7 Section          
0xfffffa80337af640   4236                0x8           0x100002 Event            
0xfffffa80334b8180   4236                0xc           0x100002 Event            
0xfffffa80331aed90   4236               0x10           0x100002 Event            
0xfffffa80337bcf60   4236               0x14           0x100002 Event            
0xfffffa80334b8c30   4236               0x18           0x100002 Event            
0xfffffa803367e680   4236               0x1c           0x100002 Event            
0xfffffa80335d1540   4236               0x20           0x100002 Event            
0xfffffa80333d77f0   4236               0x24           0x100002 Event            
0xfffffa803369a380   4236               0x28           0x100002 Event            
0xfffffa803359a1b0   4236               0x2c           0x100002 Event            
0xfffffa8033895170   4236               0x30           0x100002 Event            
0xfffffa80333d75f0   4236               0x34           0x100002 Event            
0xfffffa80335d1cc0   4236               0x38           0x100002 Event            
0xfffffa80333d7870   4236               0x3c           0x100002 Event            
0xfffffa8032647060   4236               0x40           0x100000 Mutant           
0xfffffa80338aa9f0   4236               0x44           0x12019f File             \Device\NamedPipe\mojo.3384.3540.6262274232613878294
0xfffff8a00c899600   4236               0x48                0x9 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\IMAGE FILE EXECUTION OPTIONS
0xfffff8a005a93820   4236               0x4c                0x3 Directory        KnownDlls
0xfffffa80338ae070   4236               0x50           0x100020 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0xfffffa8032448960   4236               0x54           0x100020 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0xfffff8a00c7f3260   4236               0x58            0x20019 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\NLS\SORTING\VERSIONS
0xfffffa8033848e60   4236               0x5c           0x1f0001 ALPC Port        
0xfffff8a00c7f2d70   4236               0x60                0x1 Key              MACHINE\SYSTEM\CONTROLSET001\CONTROL\SESSION MANAGER
0xfffffa8032390d10   4236               0x64           0x100002 Event            
0xfffffa803369cad0   4236               0x68           0x100002 Event            
0xfffffa80334dd800   4236               0x6c           0x100002 Event            
0xfffffa8033176740   4236               0x70              0x804 EtwRegistration  
0xfffffa8032382200   4236               0x74          0x21f0003 Event            
0xfffffa8031175a40   4236               0x78            0x20363 WindowStation    Service-0x0-a8c49$
0xfffffa8031198f20   4236               0x7c            0xf01ff Desktop          sbox_alternate_desktop_0xD38
0xfffffa8031175a40   4236               0x80            0x20363 WindowStation    Service-0x0-a8c49$
0xfffffa8033927b50   4236               0x84           0x1fffff Thread           TID 4236 PID 865238776
0xfffffa803367bc40   4236               0x88           0x1f0001 Mutant           
0xfffffa80327e41e0   4236               0x8c           0x1f0001 Mutant           
0xfffffa8031f0be50   4236               0x90           0x1f0003 Event            
0xfffffa8033645310   4236               0x94              0x804 EtwRegistration  
0xfffffa803397eb50   4236               0x98           0x1fffff Thread           TID 4236 PID 865595128
0xfffffa80318807b0   4236               0x9c           0x1f0003 Event            
0xfffffa80335d1e40   4236               0xa0           0x1f0003 Event            
0xfffffa8031880730   4236               0xa4           0x1f0003 Event            
0xfffffa8031880830   4236               0xa8           0x1f0003 Event            
0xfffffa803369d0f0   4236               0xac           0x1f0003 Event            
0xfffffa8033809e00   4236               0xb0           0x1f0003 Event            
0xfffffa803369dcf0   4236               0xb4              0x804 EtwRegistration  
0xfffff8a000bb9080   4236               0xb8                0xf Directory        BaseNamedObjects
0xfffffa803172ae90   4236               0xbc           0x1f0003 Event            
0xfffffa8033828e20   4236               0xc0           0x100003 Semaphore        
0xfffffa803245dab0   4236               0xc4           0x100003 Semaphore        
0xfffffa80338afdc0   4236               0xc8              0x804 EtwRegistration  
0xfffffa80338ae3e0   4236               0xcc              0x804 EtwRegistration  
0xfffffa80338aa270   4236               0xd0              0x804 EtwRegistration  
0xfffffa80336453f0   4236               0xd4              0x804 EtwRegistration  
0xfffffa803378d460   4236               0xd8           0x1f0001 Mutant           
0xfffffa80338073b0   4236               0xdc           0x1f0003 Event            
0xfffffa80327c4890   4236               0xe0           0x1f0001 Mutant           
0xfffffa8033825740   4236               0xe4           0x1f0003 Event            
0xfffffa80326e1b20   4236               0xe8           0x1f0003 Event            
0xfffffa80338ad290   4236               0xec              0x804 EtwRegistration  
0xfffffa8031eb7710   4236               0xf0              0x804 EtwRegistration  
0xfffffa8031eb77f0   4236               0xf4              0x804 EtwRegistration  
0xfffffa8031853e90   4236               0xf8              0x804 EtwRegistration  
0xfffffa8031853db0   4236               0xfc              0x804 EtwRegistration  
0xfffffa8031f24070   4236              0x100              0x804 EtwRegistration  
0xfffffa8031f24160   4236              0x104              0x804 EtwRegistration  
0xfffffa80317c48d0   4236              0x108              0x804 EtwRegistration  
0xfffffa8031f38600   4236              0x10c           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\icudtl.dat
0xfffffa80338489f0   4236              0x110           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\chrome_100_percent.pak
0xfffff8a00c48f2b0   4236              0x114            0xf0005 Section          
0xfffffa803380b380   4236              0x118           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\v8_context_snapshot.bin
0xfffff8a002f69a10   4236              0x11c            0xf0005 Section          
0xfffff8a00c0e1990   4236              0x120            0xf0005 Section          
0xfffffa8033848b40   4236              0x124           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\chrome_200_percent.pak
0xfffff8a00c7a25a0   4236              0x128            0xf0005 Section          
0xfffff8a00c76a060   4236              0x12c            0xf0005 Section          
0xfffffa80338bf4f0   4236              0x130           0x120089 File             \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\Locales\en-US.pak
